Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950172_2_val_2 - polya	(1, 0.00013843564240858904)	(2, 0.002880354495275482)	(3, 0.004117343945184487)	(4, 0.005917007296496145)	(5, 0.009319844700216946)	(6, 0.019296142285403654)	(7, 0.03234928366476836)	(8, 0.048934766758494154)	(9, 0.057557967580784006)	(10, 0.06857253248403514)	(12, 0.0821526224377293)	(14, 0.09630878329047857)	(16, 0.10584297995313463)	(18, 0.11449520760367143)	(20, 0.12306035476946736)	(22, 0.13118340101273263)	(24, 0.14389491895196002)	(26, 0.18318831306657857)	(28, 0.2082273016789966)	(30, 0.2304752491138221)	(32, 0.264168698209719)	(34, 0.299132629249656)	(36, 0.3161825415953332)	(38, 0.3319976973240435)	(40, 0.3453924621435455)	(42, 0.3623084045126983)	(44, 0.38215382370185214)	(46, 0.40264676444420744)	(48, 0.4162804423885114)	(50, 0.42748033242595473)	(52, 0.43790096376661414)	(54, 0.447700867549377)	(56, 0.4571948732190757)	(58, 0.46619095714269193)	(60, 0.474369824209509)	(62, 0.48267819558696645)	(64, 0.49065164202311273)	(66, 0.4980378533954936)	(68, 0.5052208769701457)	(70, 0.513435469364036)	(72, 0.521848783889771)	(74, 0.5293131444151244)	(76, 0.538682111440067)	(78, 0.5465662445585303)	(80, 0.5530280630928925)	(82, 0.5589339062246783)	(84, 0.5637970163725154)	(86, 0.5692428959182341)	(88, 0.5747133366263154)	(90, 0.5758074247679317)
ERR950173_1_val_1 - polya	(1, 0.0015315626813944552)	(2, 0.0053235006305021055)	(3, 0.006490657018737191)	(4, 0.008075032206386628)	(5, 0.009770313657171523)	(6, 0.012796470265581948)	(7, 0.015574408094593959)	(8, 0.020528221181311194)	(9, 0.024911659200474636)	(10, 0.03372342586911825)	(12, 0.04303427072187144)	(14, 0.0525695687262083)	(16, 0.062028288596475425)	(18, 0.0701429301825533)	(20, 0.07767399357451361)	(22, 0.0861715258309401)	(24, 0.09587846448060564)	(26, 0.11060523184980714)	(28, 0.12367368652260224)	(30, 0.14018023535259663)	(32, 0.1679200042630255)	(34, 0.20074297690049633)	(36, 0.22126327620586927)	(38, 0.24545404469596344)	(40, 0.2647807813599738)	(42, 0.28194748651815543)	(44, 0.2985332541075323)	(46, 0.31633370934077365)	(48, 0.33052971102211265)	(50, 0.34301722812610297)	(52, 0.3558295421435614)	(54, 0.36788927794688636)	(56, 0.37961629496080496)	(58, 0.38959785864299634)	(60, 0.39897207850325556)	(62, 0.4085285015100944)	(64, 0.4185470339466643)	(66, 0.42825661322164266)	(68, 0.43710534864466477)	(70, 0.44591711531330835)	(72, 0.4552913351735675)	(74, 0.46592777393332074)	(76, 0.4754577906870321)	(78, 0.48485841680041875)	(80, 0.496168215014923)	(82, 0.5127487013536743)	(84, 0.5262053279474436)	(86, 0.534660610198866)	(88, 0.5419355329354897)	(90, 0.5434301268625057)
ERR950173_2_val_2 - polya	(1, 5.809375688047933e-05)	(2, 0.001399531415757002)	(3, 0.0021283440020757427)	(4, 0.0033060628915618237)	(5, 0.005413281891135574)	(6, 0.011507845112960406)	(7, 0.020734189955705622)	(8, 0.030573159871008622)	(9, 0.03720641065663426)	(10, 0.04468730216765235)	(12, 0.05348850633504497)	(14, 0.06271221055247744)	(16, 0.0692662425787206)	(18, 0.07513107139833627)	(20, 0.08070543143354954)	(22, 0.08627451021813731)	(24, 0.09488030811238649)	(26, 0.11647270129473555)	(28, 0.12988971850881353)	(30, 0.14370811077042936)	(32, 0.1613052378545891)	(34, 0.17757413040643605)	(36, 0.18726258467891238)	(38, 0.19671338267324126)	(40, 0.2049891024033968)	(42, 0.21420752537020377)	(44, 0.22604280802194507)	(46, 0.23814743445558678)	(48, 0.24738962305020848)	(50, 0.25585810842819473)	(52, 0.26337332806827857)	(54, 0.2703366570179978)	(56, 0.27720756408177083)	(58, 0.283972846133034)	(60, 0.2906958781792931)	(62, 0.29686173828456214)	(64, 0.30280050461293473)	(66, 0.3085570677947277)	(68, 0.3143294747283972)	(70, 0.32143275681969213)	(72, 0.32919619523917437)	(74, 0.3362413835735889)	(76, 0.3434344469255173)	(78, 0.3499488695720693)	(80, 0.355581323364163)	(82, 0.3602869176714818)	(84, 0.3646254650603285)	(86, 0.3693072937398326)	(88, 0.37396007554089644)	(90, 0.3749212631547371)
ERR950174_1_val_1 - polya	(1, 0.004643283490431091)	(2, 0.010285122570202202)	(3, 0.01221982402454849)	(4, 0.014670445866720455)	(5, 0.01736238530964959)	(6, 0.021443981281076923)	(7, 0.024872355471144324)	(8, 0.030971865862696277)	(9, 0.035694201670616786)	(10, 0.04572968534348398)	(12, 0.0567137968262242)	(14, 0.06780608516447625)	(16, 0.07973050316051165)	(18, 0.08981591461284585)	(20, 0.09869889870968311)	(22, 0.10876558724471719)	(24, 0.12074201334436405)	(26, 0.1395502239344122)	(28, 0.15517969923172797)	(30, 0.17491573439020458)	(32, 0.21061617703325472)	(34, 0.2530527092560611)	(36, 0.27665814732323024)	(38, 0.30412466700251417)	(40, 0.32633212724460736)	(42, 0.34544822580803536)	(44, 0.3627752456072292)	(46, 0.38092399344348404)	(48, 0.3953572823577362)	(50, 0.4088669073518489)	(52, 0.4221414557176378)	(54, 0.4356885265463507)	(56, 0.4485698936488369)	(58, 0.4595852099937441)	(60, 0.47003051752306957)	(62, 0.48061936741836264)	(64, 0.49070685919484136)	(66, 0.5001848159969937)	(68, 0.5089658642107524)	(70, 0.5184438210129048)	(72, 0.5285583570032615)	(74, 0.5406055141238199)	(76, 0.5507741385419325)	(78, 0.560466368730964)	(80, 0.5715066489656047)	(82, 0.5862686290946812)	(84, 0.598072388290338)	(86, 0.6056510091485998)	(88, 0.6123870987283562)	(90, 0.6138786911399328)
ERR950174_2_val_2 - polya	(1, 6.657037262266797e-05)	(2, 0.0017266690399004507)	(3, 0.0026045658288618846)	(4, 0.0038485996672479924)	(5, 0.0062118478953527055)	(6, 0.012893849047353004)	(7, 0.0219599016689026)	(8, 0.03294401315164282)	(9, 0.03930564438539652)	(10, 0.047262884237949804)	(12, 0.05594823754106352)	(14, 0.0653096961911262)	(16, 0.07221013137829463)	(18, 0.0784531841358142)	(20, 0.08452773063763266)	(22, 0.0907229359398297)	(24, 0.0997182575404677)	(26, 0.12401228289945261)	(28, 0.1389406889600859)	(30, 0.15391486215189729)	(32, 0.1738443674558085)	(34, 0.1929063775914806)	(36, 0.20394457750197673)	(38, 0.2139010088573545)	(40, 0.22254475567757903)	(42, 0.23299214353104902)	(44, 0.24639359166964986)	(46, 0.26031512084436526)	(48, 0.26931044244500335)	(50, 0.2776442209677036)	(52, 0.2852769302537213)	(54, 0.29240620109678017)	(56, 0.29906323835904697)	(58, 0.305558010338046)	(60, 0.3124480439044921)	(62, 0.3191674908910927)	(64, 0.32524827836534453)	(66, 0.33112519407343943)	(68, 0.33689393292602254)	(70, 0.34385885816166917)	(72, 0.3508362653421825)	(74, 0.3573143947280259)	(76, 0.36463505539237495)	(78, 0.37163326581433287)	(80, 0.37705875118308035)	(82, 0.3817207575908116)	(84, 0.3861123218597632)	(86, 0.3903790666800473)	(88, 0.3948580045630662)	(90, 0.3957941504280725)
ERR950175_1_val_1 - polya	(1, 0.0033934614814474236)	(2, 0.008002660837386613)	(3, 0.01071061280081843)	(4, 0.012437642304769351)	(5, 0.014846393981332478)	(6, 0.018145171827694873)	(7, 0.021095513896944362)	(8, 0.025822120960388988)	(9, 0.029863218505818006)	(10, 0.03955124804771813)	(12, 0.048845393667664536)	(14, 0.05838761041153371)	(16, 0.06941446655353614)	(18, 0.07830336621531861)	(20, 0.08641964741480726)	(22, 0.09601299332162236)	(24, 0.10635244627290748)	(26, 0.12242025914683682)	(28, 0.13539191715348572)	(30, 0.15216228259974598)	(32, 0.18065826941493618)	(34, 0.21574234355934266)	(36, 0.23660493571397787)	(38, 0.2605750447721037)	(40, 0.28073319068170627)	(42, 0.2986530154578988)	(44, 0.31481172462150975)	(46, 0.3326917822709665)	(48, 0.34626373452405457)	(50, 0.35751783139026105)	(52, 0.37035503863508923)	(54, 0.38332480296903637)	(56, 0.3949803584480034)	(58, 0.4047195171528495)	(60, 0.41437535425882066)	(62, 0.4236997986419943)	(64, 0.43291441000846925)	(66, 0.44123142051433817)	(68, 0.4493458080411251)	(70, 0.4568864127392968)	(72, 0.46708384023795435)	(74, 0.4784250460484391)	(76, 0.48743892810853384)	(78, 0.49551733585398844)	(80, 0.5051258311424172)	(82, 0.5179516763510351)	(84, 0.5291792617994178)	(86, 0.5364396029377378)	(88, 0.5424804188561626)	(90, 0.5437264554938815)
ERR950175_2_val_2 - polya	(1, 8.332159887482513e-05)	(2, 0.0012914847825597894)	(3, 0.0019088220833141758)	(4, 0.002715526654238619)	(5, 0.004559963865694975)	(6, 0.00944942678148585)	(7, 0.01675142871924325)	(8, 0.024856347882521695)	(9, 0.0298367070879942)	(10, 0.03597788765960915)	(12, 0.04286706894839583)	(14, 0.05021641270369574)	(16, 0.05585198266395664)	(18, 0.060858853287252955)	(20, 0.06541313613484283)	(22, 0.07027798130551159)	(24, 0.07716716259429826)	(26, 0.09672501425746177)	(28, 0.10896003358314915)	(30, 0.12076140186014711)	(32, 0.13683489575218155)	(34, 0.15201268245631167)	(36, 0.16055504001368293)	(38, 0.16927350913231237)	(40, 0.1771549749167901)	(42, 0.18521823328063117)	(44, 0.19461274355376768)	(46, 0.20465678356358752)	(48, 0.21247765182161088)	(50, 0.21896158715223363)	(52, 0.225536418772538)	(54, 0.23135378131216217)	(56, 0.23718818690610163)	(58, 0.24270824283155878)	(60, 0.24857105351602377)	(62, 0.25399831947909757)	(64, 0.25891808115811565)	(66, 0.2634931944054243)	(68, 0.26804558358031244)	(70, 0.2730770719487309)	(72, 0.27782261573919254)	(74, 0.282581415238566)	(76, 0.28838930941468166)	(78, 0.2932825596758759)	(80, 0.29743159656530194)	(82, 0.30115266342414354)	(84, 0.30458967937773007)	(86, 0.30788466987868907)	(88, 0.3111512552891226)	(90, 0.31181593440741945)
ERR950176_1_val_1 - polya	(1, 0.0034497836629368453)	(2, 0.0161062317865326)	(3, 0.020690012346228283)	(4, 0.02499572470135475)	(5, 0.02994881459524392)	(6, 0.04103243943674505)	(7, 0.05224206393344159)	(8, 0.06648871460191756)	(9, 0.08134798428358508)	(10, 0.09974393394211732)	(12, 0.11459668640024026)	(14, 0.12398583312014771)	(16, 0.1345241835917514)	(18, 0.14171702597713168)	(20, 0.1469242875892599)	(22, 0.15327858054523613)	(24, 0.15818387746646498)	(26, 0.16626740706960602)	(28, 0.17101629062576468)	(30, 0.17708165333793072)	(32, 0.18761131417814164)	(34, 0.19950741955486842)	(36, 0.2049427839910573)	(38, 0.21121887026449848)	(40, 0.21705613015260383)	(42, 0.22296507949969968)	(44, 0.22881537383489423)	(46, 0.23643400815852111)	(48, 0.24193454483015595)	(50, 0.24474564058572287)	(52, 0.247393805752675)	(54, 0.25042431470090987)	(56, 0.2529725491068449)	(58, 0.2549646471036416)	(60, 0.2566982285665028)	(62, 0.258729429904567)	(64, 0.26157093937000864)	(66, 0.2640409670934087)	(68, 0.266239443835784)	(70, 0.26766888819989765)	(72, 0.26933946983516116)	(74, 0.27082322439547973)	(76, 0.27233522025782486)	(78, 0.27377552666117944)	(80, 0.27527883289213173)	(82, 0.277255724033991)	(84, 0.27896975382621847)	(86, 0.28027537094298494)	(88, 0.28133116115720863)	(90, 0.2815049537850644)
ERR950176_2_val_2 - polya	(1, 0.00010862039240985029)	(2, 0.001520685493737904)	(3, 0.002189787110982582)	(4, 0.0029153713322803815)	(5, 0.004071092307521189)	(6, 0.008042253854025315)	(7, 0.012178518396992414)	(8, 0.017561745044824596)	(9, 0.019977462572019666)	(10, 0.022908040759237427)	(12, 0.025584447228216137)	(14, 0.028178302198963362)	(16, 0.030315951521589217)	(18, 0.031780154411274)	(20, 0.03287504796676529)	(22, 0.03469769815140258)	(24, 0.03763913837786133)	(26, 0.04847293631681979)	(28, 0.055450710325228574)	(30, 0.06062321341178564)	(32, 0.07054677246234956)	(34, 0.0817672589982871)	(36, 0.08500414669210063)	(38, 0.08862555057504504)	(40, 0.0913388879774431)	(42, 0.09418039744288478)	(44, 0.0974433540308767)	(46, 0.10076713803861811)	(48, 0.10304382146352858)	(50, 0.10456885177296288)	(52, 0.1059331239016306)	(54, 0.10739949919916358)	(56, 0.1087594265121349)	(58, 0.10983259598914422)	(60, 0.11072762802260139)	(62, 0.11188552140569039)	(64, 0.11290438068649478)	(66, 0.1138385160612195)	(68, 0.11489647868329145)	(70, 0.11604568243498765)	(72, 0.11697330058616778)	(74, 0.11808774581229284)	(76, 0.11941508700754122)	(78, 0.12055777353569283)	(80, 0.12162877060485397)	(82, 0.12262156099148)	(84, 0.12326242130669811)	(86, 0.12400972960647788)	(88, 0.12462669343536582)	(90, 0.12474400345916846)
ERR950177_1_val_1 - polya	(1, 0.0016707243443456795)	(2, 0.021285931241204144)	(3, 0.024067461500979655)	(4, 0.027503735084890634)	(5, 0.03135543201928757)	(6, 0.038295711255123537)	(7, 0.04363299821462784)	(8, 0.05111061852337499)	(9, 0.05686332883336525)	(10, 0.0722272195945441)	(12, 0.08076146016430988)	(14, 0.08876287513236539)	(16, 0.09494003973524348)	(18, 0.10073338928604214)	(20, 0.10556494347104181)	(22, 0.11185047938274231)	(24, 0.11944324420711327)	(26, 0.134371391997402)	(28, 0.14472536746114426)	(30, 0.1574183570069705)	(32, 0.17995958924203437)	(34, 0.20568648640935736)	(36, 0.21961219959303863)	(38, 0.23624268002607957)	(40, 0.2492698144407749)	(42, 0.2615022259241059)	(44, 0.2733011521721471)	(46, 0.2866556582489102)	(48, 0.29678386015260577)	(50, 0.30569965803885046)	(52, 0.3156901380709175)	(54, 0.3252809989017019)	(56, 0.33343819762618965)	(58, 0.3401459300951776)	(60, 0.34756484927831255)	(62, 0.3541709836452794)	(64, 0.3605603753946014)	(66, 0.3664666117254234)	(68, 0.3723863944698482)	(70, 0.37776657840576144)	(72, 0.38369764982818855)	(74, 0.3910059399669007)	(76, 0.3979981471215474)	(78, 0.40342800124067085)	(80, 0.4093951964327055)	(82, 0.41805587019609747)	(84, 0.4265472137894543)	(86, 0.43230669730624594)	(88, 0.4369395707584045)	(90, 0.4376710770929559)
ERR950177_2_val_2 - polya	(1, 9.482489521961965e-05)	(2, 0.001742971883560628)	(3, 0.002433838977303571)	(4, 0.0031924381390605284)	(5, 0.004754791174583785)	(6, 0.009757933265218956)	(7, 0.016007345407311985)	(8, 0.023710739276105848)	(9, 0.02789206560817098)	(10, 0.03355220875854208)	(12, 0.03980162090063512)	(14, 0.04708507594774209)	(16, 0.05216723878439361)	(18, 0.057102648807014766)	(20, 0.0612907483458813)	(22, 0.06603425084246276)	(24, 0.07266296256543425)	(26, 0.09230977776069926)	(28, 0.10415385872074985)	(30, 0.11426625647524215)	(32, 0.1278781444104585)	(34, 0.14257600316949953)	(36, 0.1504848509779359)	(38, 0.15799859505629055)	(40, 0.16572456628108906)	(42, 0.17381177520196234)	(44, 0.1826440368709898)	(46, 0.1923568154241994)	(48, 0.1996786519765143)	(50, 0.2051536608076471)	(52, 0.21148660916695744)	(54, 0.2173702681417748)	(56, 0.22270078189447767)	(58, 0.2280787080947904)	(60, 0.2345493783257292)	(62, 0.23986408792922884)	(64, 0.24477240512464438)	(66, 0.24944591781761136)	(68, 0.2540313788221601)	(70, 0.25879520093914576)	(72, 0.26356353852733233)	(74, 0.26859828891637405)	(76, 0.27499445387249744)	(78, 0.27960700770425184)	(80, 0.283749952531109)	(82, 0.2874390925022723)	(84, 0.29113952115143793)	(86, 0.2947677022613886)	(88, 0.2983913679001383)	(90, 0.2991228742346897)
ERR950178_1_val_1 - polya	(1, 0.0034142315859823644)	(2, 0.01670403625399974)	(3, 0.01984496614791422)	(4, 0.024829662680853827)	(5, 0.029610402727175605)	(6, 0.03678559192639064)	(7, 0.04368340030380542)	(8, 0.05443598627829708)	(9, 0.062418843164518685)	(10, 0.07467050931565133)	(12, 0.0879154435566128)	(14, 0.10063620962696644)	(16, 0.11301432879980214)	(18, 0.12364862001205547)	(20, 0.133701635237448)	(22, 0.14534143192872717)	(24, 0.157389141593242)	(26, 0.17445622039342146)	(28, 0.19017718638192327)	(30, 0.21182716743640523)	(32, 0.24635904018566895)	(34, 0.28240427006563684)	(36, 0.3050638357288771)	(38, 0.3297588871285631)	(40, 0.3506338335338973)	(42, 0.3705236701088675)	(44, 0.3881801831553725)	(46, 0.4083249653386149)	(48, 0.4252003250413736)	(50, 0.4393630634721153)	(52, 0.45165756048543765)	(54, 0.46337078151189925)	(56, 0.47429061180541754)	(58, 0.4847127882715883)	(60, 0.49449862049951143)	(62, 0.5049452717440763)	(64, 0.5156958181537019)	(66, 0.524749446594667)	(68, 0.5334135181461922)	(70, 0.5417431010596641)	(72, 0.5500012992028198)	(74, 0.5580698178134209)	(76, 0.5667012563270872)	(78, 0.5751695296514592)	(80, 0.5841456546275097)	(82, 0.5972498588927048)	(84, 0.6075353845128415)	(86, 0.6140375173062178)	(88, 0.6191119546932693)	(90, 0.6202031218966746)
ERR950178_2_val_2 - polya	(1, 8.566172437948584e-05)	(2, 0.002104830941895938)	(3, 0.0032592246561528185)	(4, 0.004727711359801147)	(5, 0.007517836096732972)	(6, 0.016014663329231498)	(7, 0.027787031736812264)	(8, 0.041974244945948064)	(9, 0.05016513744851985)	(10, 0.060128411819800526)	(12, 0.07231481189521548)	(14, 0.08565152655515496)	(16, 0.0952334022964603)	(18, 0.10409123251027237)	(20, 0.11232087674530156)	(22, 0.12012629148816564)	(24, 0.13114810002499283)	(26, 0.16029960065727833)	(28, 0.17981007816713934)	(30, 0.19784798984361962)	(32, 0.22292036074354865)	(34, 0.24886566540620197)	(36, 0.26314465903431583)	(38, 0.2768056645079776)	(40, 0.28887173025628804)	(42, 0.30182908585111834)	(44, 0.31767650486132326)	(46, 0.33417862419357136)	(48, 0.34596730912008156)	(50, 0.3555777387695134)	(52, 0.36480269065923754)	(54, 0.3735116326378186)	(56, 0.38164949645386975)	(58, 0.3892672712290455)	(60, 0.3966015464878224)	(62, 0.40448242513073507)	(64, 0.41196354905987687)	(66, 0.4187818144075107)	(68, 0.42572449321198136)	(70, 0.4329567902274494)	(72, 0.4398953899021878)	(74, 0.4464791052902111)	(76, 0.454339588284462)	(78, 0.46160043920805655)	(80, 0.46739892212260126)	(82, 0.47246112212045566)	(84, 0.477111330015342)	(86, 0.48208378915908456)	(88, 0.4869379535405888)	(90, 0.4880433976980573)
ERR950179_1_val_1 - polya	(1, 0.002842958188021646)	(2, 0.010554482273030361)	(3, 0.012384636606569294)	(4, 0.014943298975788775)	(5, 0.019877015997918007)	(6, 0.02703179410443915)	(7, 0.03348767832307164)	(8, 0.042229774751238194)	(9, 0.049431935494226364)	(10, 0.06107325699121917)	(12, 0.07463949809468495)	(14, 0.0885788774603286)	(16, 0.10338891277105386)	(18, 0.1161703789580345)	(20, 0.12824110559800975)	(22, 0.14145197692797284)	(24, 0.15733404438876458)	(26, 0.18644771308297375)	(28, 0.20766032714630608)	(30, 0.23293600228668604)	(32, 0.27837891207334453)	(34, 0.33210786041217444)	(36, 0.36070920434958387)	(38, 0.3938296672400361)	(40, 0.418276146242243)	(42, 0.44215995643640404)	(44, 0.46331038078937337)	(46, 0.4862702295724274)	(48, 0.5040890622988089)	(50, 0.5201606603054687)	(52, 0.5353971393443973)	(54, 0.5504766634000288)	(56, 0.5646055733115405)	(58, 0.5773130041290414)	(60, 0.5889454413816966)	(62, 0.6007289107880904)	(64, 0.6121688560800984)	(66, 0.6225249235629231)	(68, 0.632697383329438)	(70, 0.64291722573242)	(72, 0.6539899555918085)	(74, 0.66633017097669)	(76, 0.6782172899003556)	(78, 0.6895180486977415)	(80, 0.7019796820885698)	(82, 0.7187264826648847)	(84, 0.7318070517445635)	(86, 0.740563955246626)	(88, 0.7478579198477691)	(90, 0.749249784793988)
ERR950179_2_val_2 - polya	(1, 0.00011845659116756857)	(2, 0.003056180052123269)	(3, 0.004323665577616253)	(4, 0.006201202547622215)	(5, 0.009606829543689811)	(6, 0.020789131749908284)	(7, 0.03312638572001055)	(8, 0.048034147718449056)	(9, 0.05538437920039669)	(10, 0.06533769427325165)	(12, 0.07714485499787904)	(14, 0.08933996105858022)	(16, 0.09799025362859191)	(18, 0.10605714748710333)	(20, 0.11388416674850044)	(22, 0.12224424067015158)	(24, 0.1358578644100844)	(26, 0.18111716648043316)	(28, 0.2053296937150842)	(30, 0.2252304010312357)	(32, 0.25050311475683645)	(34, 0.27546487993062235)	(36, 0.28948717891008324)	(38, 0.30355389911123204)	(40, 0.3165930083840022)	(42, 0.32897172216101306)	(44, 0.3432190886636924)	(46, 0.3590804262210298)	(48, 0.371056387588071)	(50, 0.3813532267753119)	(52, 0.39137465438808816)	(54, 0.40060242284004177)	(56, 0.4092971366317413)	(58, 0.41757429093957515)	(60, 0.42623642916870363)	(62, 0.4347297667554183)	(64, 0.44244129084042705)	(66, 0.4493088117133668)	(68, 0.45611710429072283)	(70, 0.46350583416479985)	(72, 0.47114924570988725)	(74, 0.4782122199582535)	(76, 0.48695727780119924)	(78, 0.494668801886208)	(80, 0.5015037471965766)	(82, 0.5073703098741505)	(84, 0.5124491362204601)	(86, 0.5176256892544828)	(88, 0.5226304802313126)	(90, 0.5237084352109375)
ERR950180_1_val_1 - polya	(1, 0.003767456203240929)	(2, 0.018478936852914376)	(3, 0.022178598214451742)	(4, 0.02741171432880782)	(5, 0.03412663198325609)	(6, 0.045961674349221174)	(7, 0.056105073998392554)	(8, 0.07113615890181138)	(9, 0.08549252371398997)	(10, 0.11022957012130241)	(12, 0.12744138909951921)	(14, 0.14280983404855815)	(16, 0.15625903931222712)	(18, 0.16753880964138207)	(20, 0.1773222509643655)	(22, 0.18789501794432611)	(24, 0.1988664831600196)	(26, 0.2143495336747955)	(28, 0.22856223798907843)	(30, 0.24800967258061518)	(32, 0.2770339356442292)	(34, 0.30754161441083316)	(36, 0.3277945162883241)	(38, 0.3492596545019907)	(40, 0.36807110891183215)	(42, 0.385707452732145)	(44, 0.4022590790852009)	(46, 0.42121096566714256)	(48, 0.43659878057095397)	(50, 0.4494475172366771)	(52, 0.4624124736310349)	(54, 0.4747317648663112)	(56, 0.4861664948336457)	(58, 0.4960387151160028)	(60, 0.5057075508732491)	(62, 0.5158557930111136)	(64, 0.5262477737465314)	(66, 0.5352418894125377)	(68, 0.5432868772946939)	(70, 0.5508928128686748)	(72, 0.5589797689861714)	(74, 0.567546131484286)	(76, 0.5754716713120123)	(78, 0.5832600072934336)	(80, 0.5912275153565001)	(82, 0.602245791296227)	(84, 0.6119049420760873)	(86, 0.6187619060655335)	(88, 0.6239675814106286)	(90, 0.6249328508234555)
ERR950180_2_val_2 - polya	(1, 0.0001000780996576425)	(2, 0.0019434521288355093)	(3, 0.002860296654731331)	(4, 0.004209736837211801)	(5, 0.006718145980243679)	(6, 0.013885029246049046)	(7, 0.023747564551019944)	(8, 0.03528237261801209)	(9, 0.04191335380177976)	(10, 0.050279560100579136)	(12, 0.060594061016907126)	(14, 0.07199327940049216)	(16, 0.07954756176174646)	(18, 0.08592350520767691)	(20, 0.09231074779389128)	(22, 0.09867862042533321)	(24, 0.10736120265208256)	(26, 0.1295882257534654)	(28, 0.1453489122866464)	(30, 0.16125971596931385)	(32, 0.18183867875214102)	(34, 0.20207382483775727)	(36, 0.21358926294997696)	(38, 0.2247850968084513)	(40, 0.23508668442159764)	(42, 0.24696208086000532)	(44, 0.2609584873459959)	(46, 0.2754617409818656)	(48, 0.28564549470347955)	(50, 0.29395843362665475)	(52, 0.3020453897441513)	(54, 0.3097384901146082)	(56, 0.3171797810730232)	(58, 0.32439831755155507)	(60, 0.33101799959503886)	(62, 0.3377619721816458)	(64, 0.3442396078901315)	(66, 0.3502604354985671)	(68, 0.35634421546001316)	(70, 0.3633254699925826)	(72, 0.3704229442537867)	(74, 0.37701357136511177)	(76, 0.3842095095630758)	(78, 0.39038368264679324)	(80, 0.39583309658944166)	(82, 0.4005464522507371)	(84, 0.40483205474414097)	(86, 0.4090482482329436)	(88, 0.413488810364527)	(90, 0.414497662175592)
ERR950181_1_val_1 - polya	(1, 0.0026001747087373017)	(2, 0.0058411507674951705)	(3, 0.0076238929848600825)	(4, 0.008889064881054535)	(5, 0.010573222275339359)	(6, 0.012980335038878157)	(7, 0.015420309410110317)	(8, 0.01911724027561359)	(9, 0.022403401044949832)	(10, 0.02861424489899533)	(12, 0.036554430857904024)	(14, 0.04468151721056872)	(16, 0.053601389848835786)	(18, 0.06131770610533345)	(20, 0.06863352151806826)	(22, 0.07744248623037023)	(24, 0.0870586141816404)	(26, 0.10140681364075477)	(28, 0.11317126919497852)	(30, 0.127667345888713)	(32, 0.15113874918369713)	(34, 0.17880822286150827)	(36, 0.19608726695677442)	(38, 0.21575904686221348)	(40, 0.23208510433437213)	(42, 0.24697757417090782)	(44, 0.2600339016775769)	(46, 0.27412536982658686)	(48, 0.2854256551721418)	(50, 0.29542174546236655)	(52, 0.30537265104201283)	(54, 0.31577745757792375)	(56, 0.32530937765947965)	(58, 0.3336541721631129)	(60, 0.3410316030902727)	(62, 0.34854253429868687)	(64, 0.35648888180903804)	(66, 0.3637102200996545)	(68, 0.37034210330227113)	(70, 0.3772615255722048)	(72, 0.3845855563868629)	(74, 0.39262638101933256)	(76, 0.39961768805609543)	(78, 0.40645906400775733)	(80, 0.4139925875714606)	(82, 0.423992785562647)	(84, 0.4318816252595348)	(86, 0.4375440910351973)	(88, 0.44220222392573144)	(90, 0.44316753365172395)
ERR950181_2_val_2 - polya	(1, 4.518471057837333e-05)	(2, 0.001055679147149268)	(3, 0.001667726590438143)	(4, 0.0024194358664238083)	(5, 0.003996793035705205)	(6, 0.008700110636817701)	(7, 0.015260109072605176)	(8, 0.022855248150733566)	(9, 0.027357288404724216)	(10, 0.0331758468169302)	(12, 0.03997819960945623)	(14, 0.04720364560103428)	(16, 0.05264634937524744)	(18, 0.05722643594750983)	(20, 0.0615662220135145)	(22, 0.06603540065981178)	(24, 0.0730821616595572)	(26, 0.09207000935487816)	(28, 0.10382008795573608)	(30, 0.11479381107483828)	(32, 0.12943776500319293)	(34, 0.14332384810411936)	(36, 0.1517857120851602)	(38, 0.1604796611705354)	(40, 0.16790843835971614)	(42, 0.1768467956523107)	(44, 0.18683261669013124)	(46, 0.19716759230969372)	(48, 0.204464923068101)	(50, 0.21077024404426492)	(52, 0.2168640184209028)	(54, 0.22265587677685794)	(56, 0.22808009589674355)	(58, 0.2334221609973958)	(60, 0.2386040257605429)	(62, 0.2437057903549374)	(64, 0.24831257698345066)	(66, 0.25279202488215213)	(68, 0.25708251853661673)	(70, 0.2620939137098545)	(72, 0.26752224053070184)	(74, 0.27229333519768184)	(76, 0.27760048484015987)	(78, 0.2821086866455931)	(80, 0.285760432800518)	(82, 0.2890445397193734)	(84, 0.2919918151593718)	(86, 0.2951116140397604)	(88, 0.29821908981726397)	(90, 0.2988722142701696)
