Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950172_1 - polya	(1, 0.006800351477730372)	(2, 0.05899675386127826)	(3, 0.0711196564653436)	(4, 0.08869271969683934)	(5, 0.10859568543220638)	(6, 0.14487794809849905)	(7, 0.17282442883839705)	(8, 0.21767299382016)	(9, 0.2484433493262342)	(10, 0.31095348090315583)	(12, 0.36072324454813104)	(14, 0.4035321157301268)	(16, 0.43904460495432773)	(18, 0.4694136079972792)	(20, 0.4956270693835909)	(22, 0.5251583777983837)	(24, 0.5555973602451618)	(26, 0.6026111703100276)	(28, 0.6424767900957903)	(30, 0.6955335275028525)	(32, 0.7777737345233344)	(34, 0.8630889188766643)	(36, 0.9112162247494758)	(38, 0.9609736390878933)	(40, 1.0010183238187413)	(42, 1.0409107004353788)	(44, 1.0773987848776319)	(46, 1.1198207111208223)	(48, 1.1521347299465992)	(50, 1.1792661564536941)	(52, 1.2038659751164764)	(54, 1.2273543561890732)	(56, 1.248903896132123)	(58, 1.2715916304962338)	(60, 1.2929291740100446)	(62, 1.312778626083662)	(64, 1.3477786190857215)	(66, 1.3901346823606047)	(68, 1.433365488183319)	(70, 1.5263331261668551)	(72, 1.618049367752552)	(74, 1.644719753481496)	(76, 1.6647544451534775)	(78, 1.6843774932735385)	(80, 1.7078185353376643)	(82, 1.7441399041413894)	(84, 1.776268683368802)	(86, 1.800174882646598)	(88, 1.8233812878861289)	(90, 1.8407258889463085)
ERR950173_1 - illumina_universal_adapter	(1, 0.0037428999014673995)	(2, 0.004168921028463689)	(3, 0.004615228875793135)	(4, 0.0053100490472037494)	(5, 0.0072423591589369195)	(6, 0.010178861927161342)	(7, 0.014043482150627682)	(8, 0.016985056598935393)	(9, 0.0183391951811736)	(10, 0.0196020435219126)	(12, 0.020933359543776005)	(14, 0.022102381802974157)	(16, 0.023788715430667802)	(18, 0.026073507308189567)	(20, 0.02945885376378508)	(22, 0.033034388222503944)	(24, 0.03799449134396073)	(26, 0.04513541690123187)	(28, 0.05688396381417121)	(30, 0.0740338500158135)	(32, 0.09130799237949638)	(34, 0.11217288424214797)	(36, 0.13592356207219108)	(38, 0.16488792702785549)	(40, 0.19666961026978702)	(42, 0.2360435985964024)	(44, 0.2739848372994886)	(46, 0.3211058169533282)	(48, 0.37945803215161156)	(50, 0.45634216637423364)	(52, 0.5561071852926147)	(54, 0.6634036491346801)	(56, 0.7862321332318186)	(58, 0.9136834537248752)	(60, 1.0456789995725588)	(62, 1.2129531520796017)	(64, 1.3808232269964313)	(66, 1.5692259987304569)	(68, 1.776741396858358)	(70, 2.0384781267567034)	(72, 2.325375461548246)	(74, 2.6216275102534157)	(76, 2.9601012956519677)	(78, 3.286334581169501)	(80, 3.62606867906875)	(82, 4.0066703750791435)	(84, 4.3981888624688175)	(86, 4.855778662143539)	(88, 5.392922835604736)	(90, 5.757325585429104)
ERR950173_1 - polya	(1, 0.0020286720333156636)	(2, 0.010229578727994234)	(3, 0.012258250761309897)	(4, 0.015093319927868536)	(5, 0.01808053949692585)	(6, 0.02340073190429618)	(7, 0.02809203598133865)	(8, 0.03696747612709468)	(9, 0.04394610792170056)	(10, 0.05713754781833567)	(12, 0.0725377043912432)	(14, 0.08840445553181334)	(16, 0.1036879634628052)	(18, 0.11705691216235543)	(20, 0.1296777880496205)	(22, 0.14389624316312166)	(24, 0.16022451719127112)	(26, 0.18533947696371902)	(28, 0.20587470962095683)	(30, 0.23036331690311854)	(32, 0.2708987199688071)	(34, 0.31654130487836796)	(36, 0.3429216488315965)	(38, 0.3730246059659593)	(40, 0.3963010817082149)	(42, 0.41710004172978377)	(44, 0.43703428029715174)	(46, 0.4587841803343373)	(48, 0.476423483664017)	(50, 0.49199607735975637)	(52, 0.5076016369760371)	(54, 0.5224768746603242)	(56, 0.5372101053022792)	(58, 0.5502646098366655)	(60, 0.5624746796371842)	(62, 0.5750423028835747)	(64, 0.5893038672777838)	(66, 0.6029821884624147)	(68, 0.6153849821060984)	(70, 0.6289770847293132)	(72, 0.6432690792040221)	(74, 0.658509477854306)	(76, 0.6729941961721799)	(78, 0.6872582964064307)	(80, 0.7052805115823987)	(82, 0.7334765170054447)	(84, 0.7582542100523539)	(86, 0.7754040962539962)	(88, 0.7914508920375232)	(90, 0.8031005411888383)
ERR950174_1 - illumina_universal_adapter	(1, 0.0030640512309365814)	(2, 0.0037120620656777383)	(3, 0.0042560711615098204)	(4, 0.005296088550600566)	(5, 0.008856148074795811)	(6, 0.014504242510934783)	(7, 0.022760380553562855)	(8, 0.028668479336974514)	(9, 0.030820515319016133)	(10, 0.03301055193642838)	(12, 0.03476058119691761)	(14, 0.03633060744775653)	(16, 0.03816263807930868)	(18, 0.04086268322406351)	(20, 0.04513275461965724)	(22, 0.04965883029564254)	(24, 0.05537892593564164)	(26, 0.062397043278563616)	(28, 0.0743272427514988)	(30, 0.09060351489076898)	(32, 0.10715979171171743)	(34, 0.12726012778933665)	(36, 0.15091852335771055)	(38, 0.1815370352992302)	(40, 0.2157596075006374)	(42, 0.2574803050707008)	(44, 0.3031770691205957)	(46, 0.3618140495309081)	(48, 0.4358452873332042)	(50, 0.5384770033354958)	(52, 0.6672231559711679)	(54, 0.8097515390457328)	(56, 0.9813924088810765)	(58, 1.1585533710123634)	(60, 1.340332410357901)	(62, 1.5712522713379768)	(64, 1.7898239258560404)	(66, 2.039416099037176)	(68, 2.326054891637788)	(70, 2.6824868511801516)	(72, 3.096755777756604)	(74, 3.535347111003696)	(76, 4.012285085406628)	(78, 4.498615216846426)	(80, 4.99269547786839)	(82, 5.522818341522671)	(84, 6.056669267510152)	(86, 6.6753296115111045)	(88, 7.406263832731284)	(90, 7.898296059510115)
ERR950174_1 - polya	(1, 0.006084101726180862)	(2, 0.017680295614542676)	(3, 0.0210603521290876)	(4, 0.025156420615352688)	(5, 0.029496493181365994)	(6, 0.03701261885098719)	(7, 0.04312472104533588)	(8, 0.05456491232533408)	(9, 0.0624810446830671)	(10, 0.07800930431556816)	(12, 0.0968316190246701)	(14, 0.11632794500324045)	(16, 0.1354342644609018)	(18, 0.15230854659889914)	(20, 0.16761280248605756)	(22, 0.18564910405301976)	(24, 0.20757747069531002)	(26, 0.2422520504542836)	(28, 0.26914250006260104)	(30, 0.3010410334060786)	(32, 0.3563819587063496)	(34, 0.41934701148203196)	(36, 0.4519675568975513)	(38, 0.4883101645459512)	(40, 0.5159686269954433)	(42, 0.5397130240017614)	(44, 0.5620653977334501)	(46, 0.5858477953751386)	(48, 0.6050141158360167)	(50, 0.622456407471133)	(52, 0.6393406897763331)	(54, 0.6567669811439247)	(56, 0.6735852623455865)	(58, 0.6885815130828987)	(60, 0.7030357547578195)	(62, 0.7174899964327404)	(64, 0.7327842521526959)	(66, 0.7467804861697287)	(68, 0.7605147158060483)	(70, 0.7772069949009548)	(72, 0.794421282723847)	(74, 0.8123195819834108)	(76, 0.8284398515143173)	(78, 0.844614121948119)	(80, 0.8637064411716964)	(82, 0.890944896598671)	(84, 0.9138292792255487)	(86, 0.9298995479204413)	(88, 0.9453398060815577)	(90, 0.9580320182953459)
ERR950175_1 - illumina_universal_adapter	(1, 0.004339015489112589)	(2, 0.004925368933587263)	(3, 0.005756924727569529)	(4, 0.00695450721719356)	(5, 0.010337588908950469)	(6, 0.015209652983949126)	(7, 0.02045485106906803)	(8, 0.02393743516352367)	(9, 0.02543707851848314)	(10, 0.026773253640437547)	(12, 0.027938853214908417)	(14, 0.028861027268491313)	(16, 0.030135013388759013)	(18, 0.03181589326291975)	(20, 0.034736999513575395)	(22, 0.037704303308341174)	(24, 0.04146762632469681)	(26, 0.0476954106364657)	(28, 0.059134633289580706)	(30, 0.07583326865677158)	(32, 0.09278421368794854)	(34, 0.11504609946317032)	(36, 0.14236128583259205)	(38, 0.17755493030140984)	(40, 0.21681573548053834)	(42, 0.2665207392857945)	(44, 0.3206233939246107)	(46, 0.3928479236549336)	(48, 0.48649034556615867)	(50, 0.616522217607206)	(52, 0.8156087571211736)	(54, 1.0315165331770861)	(56, 1.208509985634696)	(58, 1.4284742614292014)	(60, 1.6613614117742046)	(62, 2.0107854207942397)	(64, 2.2984770730828092)	(66, 2.6098609581853944)	(68, 2.96396335696089)	(70, 3.383811968319572)	(72, 3.8813648488714865)	(74, 4.4011440786262295)	(76, 5.017636090146903)	(78, 5.652189564586015)	(80, 6.28958241115928)	(82, 6.983174570142513)	(84, 7.6768360254419115)	(86, 8.467277781994785)	(88, 9.381420570216997)	(90, 9.984838676754505)
ERR950175_1 - polya	(1, 0.0044100886338973985)	(2, 0.014520243479536479)	(3, 0.019154212519506025)	(4, 0.02221746505973129)	(5, 0.026432102545470466)	(6, 0.03276471974579695)	(7, 0.03817693972116015)	(8, 0.04760479237686507)	(9, 0.05452731667890546)	(10, 0.06940470271098562)	(12, 0.08562537117949864)	(14, 0.10316800014100913)	(16, 0.12138227032073605)	(18, 0.1373150925528706)	(20, 0.15202723352332606)	(22, 0.16951833445486755)	(24, 0.18966934782998052)	(26, 0.22101971199455978)	(28, 0.24478301795336066)	(30, 0.2739087926861754)	(32, 0.3212417302842386)	(34, 0.3757814847634814)	(36, 0.4059538115532524)	(38, 0.4387469605569633)	(40, 0.46493563758154577)	(42, 0.4885372521359612)	(44, 0.5104633173020747)	(46, 0.5351665656006548)	(48, 0.5539671892248563)	(50, 0.5696636932505814)	(52, 0.5866857114265432)	(54, 0.6041572672432689)	(56, 0.6201736004205256)	(58, 0.6359127483331215)	(60, 0.6519273046817586)	(62, 0.6659695812626173)	(64, 0.6830200286964929)	(66, 0.6975704782625629)	(68, 0.7116856048168261)	(70, 0.7268508370852846)	(72, 0.7450313475212388)	(74, 0.7636116443966074)	(76, 0.7798873945523288)	(78, 0.7953564645147424)	(80, 0.8142796893136979)	(82, 0.8415184720524759)	(84, 0.8664722531864223)	(86, 0.8843666942146176)	(88, 0.9012554502441079)	(90, 0.9153403707118374)
ERR950176_1 - illumina_universal_adapter	(1, 0.0869160773276407)	(2, 0.12821552515772025)	(3, 0.1847721951238904)	(4, 0.2431972586293942)	(5, 0.3970654295516253)	(6, 0.696099827869276)	(7, 1.2660035857254734)	(8, 1.8311767301522939)	(9, 2.044587025398226)	(10, 2.1063215306515923)	(12, 2.128774055566819)	(14, 2.135832210309557)	(16, 2.1472393491629997)	(18, 2.1671158761771876)	(20, 2.193696755753261)	(22, 2.215672244020147)	(24, 2.2410009023943265)	(26, 2.268877731531725)	(28, 2.3089348964234175)	(30, 2.3627744451467487)	(32, 2.4226485074715867)	(34, 2.4822423107655247)	(36, 2.552422352347219)	(38, 2.6346018532873785)	(40, 2.7106355320747517)	(42, 2.8289863368753307)	(44, 2.952642186735996)	(46, 3.1008455474591834)	(48, 3.2920994780424007)	(50, 3.544461803278037)	(52, 3.8892440161715425)	(54, 4.2042054755856615)	(56, 4.522144438746507)	(58, 4.826563388232302)	(60, 5.132838805341221)	(62, 5.525642707501003)	(64, 5.837483552173896)	(66, 6.1936430891303225)	(68, 6.657282958263268)	(70, 7.642846636692864)	(72, 8.650365926862332)	(74, 9.349590344778239)	(76, 10.052038735375845)	(78, 10.788249394759752)	(80, 11.338898760897305)	(82, 11.985824060933481)	(84, 12.591990554674364)	(86, 13.35596673464439)	(88, 14.451912718194574)	(90, 15.109138034529503)
ERR950176_1 - polya	(1, 0.00597885932586771)	(2, 0.041120559086951856)	(3, 0.05257738925792974)	(4, 0.06069496289052406)	(5, 0.06900732648785743)	(6, 0.08591827567152846)	(7, 0.10174396648022484)	(8, 0.12174372796190067)	(9, 0.1398075157123946)	(10, 0.16336716318231148)	(12, 0.18357761585033772)	(14, 0.19919062781998226)	(16, 0.21416361561977)	(18, 0.22454711333198174)	(20, 0.23302445210353284)	(22, 0.24338409798332758)	(24, 0.2527618434286214)	(26, 0.2695813605880272)	(28, 0.27951366113701687)	(30, 0.2913580835847714)	(32, 0.31188854833772606)	(34, 0.3334128394413901)	(36, 0.3437526087941706)	(38, 0.35511005633007753)	(40, 0.364068407055372)	(42, 0.37290352331317855)	(44, 0.3825794166636852)	(46, 0.3958748255834754)	(48, 0.40550102761644663)	(50, 0.41049003589700783)	(52, 0.41498213100221426)	(54, 0.4194285100952881)	(56, 0.4235886671993576)	(58, 0.43277162267991237)	(60, 0.4413523193919373)	(62, 0.445911994688992)	(64, 0.4869371464462757)	(66, 0.5365330566520774)	(68, 0.5963236375634557)	(70, 0.8023756425087358)	(72, 1.0647159843054943)	(74, 1.1115629708252337)	(76, 1.1205551116464523)	(78, 1.1258104653890033)	(80, 1.13236176869288)	(82, 1.1426260072430066)	(84, 1.1537051834007148)	(86, 1.1622660035857253)	(88, 1.171637786072915)	(90, 1.1791391873680694)
ERR950177_1 - illumina_universal_adapter	(1, 0.13230478173955323)	(2, 0.17483612134017634)	(3, 0.2180356244618447)	(4, 0.25767158880460506)	(5, 0.34423868649977707)	(6, 0.47534581664500386)	(7, 0.7050553924368091)	(8, 0.8425205817477056)	(9, 0.8673644983289609)	(10, 0.8740083129627505)	(12, 0.8773974568603795)	(14, 0.8799293343536485)	(16, 0.8834529514127456)	(18, 0.8912061696286482)	(20, 0.9018568642455614)	(22, 0.9098685230686607)	(24, 0.9200044376143285)	(26, 0.9350654316987701)	(28, 0.959096205881772)	(30, 0.9943912084808861)	(32, 1.0317999610868287)	(34, 1.0734425171358728)	(36, 1.123033697713578)	(38, 1.1824666327962392)	(40, 1.245792986132035)	(42, 1.3345200589832906)	(44, 1.4232303226893626)	(46, 1.5346203255343103)	(48, 1.673171805852692)	(50, 1.8611358695812044)	(52, 2.09832551497968)	(54, 2.3362673696251184)	(56, 2.558549404388952)	(58, 2.7938017958050256)	(60, 3.0393308783576796)	(62, 3.381298229114532)	(64, 3.681688159259927)	(66, 3.98636652257027)	(68, 4.331092674280368)	(70, 4.846687989067332)	(72, 5.387692427942346)	(74, 5.883362602257384)	(76, 6.384380185883932)	(78, 6.874087315945113)	(80, 7.35951231627079)	(82, 7.899367429843881)	(84, 8.42617234332511)	(86, 9.032589570681825)	(88, 9.720144541839433)	(90, 10.16308652885689)
ERR950177_1 - polya	(1, 0.00353832506113276)	(2, 0.06533714732837548)	(3, 0.07369549477088505)	(4, 0.08279764688776575)	(5, 0.09268142425568054)	(6, 0.11095296507017607)	(7, 0.12232435178683314)	(8, 0.14051604916170693)	(9, 0.1520681341890869)	(10, 0.1763951695559486)	(12, 0.19444188805361445)	(14, 0.21270082200922233)	(16, 0.22528246717909345)	(18, 0.23698583451312522)	(20, 0.24738439195228556)	(22, 0.26014253314658375)	(24, 0.276247795375552)	(26, 0.30668915730292223)	(28, 0.32661850006114324)	(30, 0.3495104546579612)	(32, 0.38849506462485983)	(34, 0.4299212029296659)	(36, 0.4505649343581869)	(38, 0.4742868404984416)	(40, 0.4923041429920363)	(42, 0.508609013820059)	(44, 0.525218550404533)	(46, 0.5444776284985609)	(48, 0.5589292910700996)	(50, 0.5725068780920948)	(52, 0.5861075776887172)	(54, 0.5993195658029709)	(56, 0.6104409164850229)	(58, 0.6243021578319901)	(60, 0.6391320261701581)	(62, 0.6494297287382174)	(64, 0.684806675920101)	(66, 0.7255415381292346)	(68, 0.7592985039440558)	(70, 0.8295018988030628)	(72, 0.8891575550594055)	(74, 0.9041555148494089)	(76, 0.916060591925643)	(78, 0.9263246762033353)	(80, 0.9379776161018164)	(82, 0.9560663574624411)	(84, 0.9739786027986386)	(86, 0.9874511326632367)	(88, 0.9999697435386696)	(90, 1.0089269167783423)
ERR950178_1 - illumina_universal_adapter	(1, 0.0368918595086672)	(2, 0.05255525158180723)	(3, 0.07352196700642458)	(4, 0.09171942202576407)	(5, 0.13254514871288758)	(6, 0.21571021154152625)	(7, 0.38429368059707075)	(8, 0.5049613576264995)	(9, 0.5350628388811293)	(10, 0.5490172558685464)	(12, 0.5567484239588975)	(14, 0.5613708127312688)	(16, 0.5689748983235694)	(18, 0.580958588214354)	(20, 0.59942348550571)	(22, 0.6210350971890907)	(24, 0.6539646382137678)	(26, 0.7027851817558546)	(28, 0.7771151658394355)	(30, 0.8817135455034437)	(32, 0.9999211329810607)	(34, 1.1494080857624014)	(36, 1.3237709633486867)	(38, 1.520242402088341)	(40, 1.738589101275988)	(42, 1.9962479176963668)	(44, 2.2718784754455177)	(46, 2.5880635241023717)	(48, 2.967127854742353)	(50, 3.414124419228242)	(52, 3.932084229976227)	(54, 4.470195152056864)	(56, 5.078516309179806)	(58, 5.718221153060095)	(60, 6.360966493125083)	(62, 7.059231710808488)	(64, 7.784703963596896)	(66, 8.560100670582097)	(68, 9.399969932660312)	(70, 10.39761685795238)	(72, 11.427567395547385)	(74, 12.417684208641543)	(76, 13.50801031333271)	(78, 14.547651365592486)	(80, 15.582943161613013)	(82, 16.67341152283185)	(84, 17.738025234335385)	(86, 18.864308098960016)	(88, 20.073962772566826)	(90, 20.900408708694254)
ERR950178_1 - polya	(1, 0.004681188137140907)	(2, 0.036432845112723884)	(3, 0.04260867516723393)	(4, 0.051762408534268785)	(5, 0.06024469109070887)	(6, 0.07478899847952429)	(7, 0.0870609949330501)	(8, 0.10825532080193684)	(9, 0.12204851372466322)	(10, 0.14445676196298682)	(12, 0.17052195133923898)	(14, 0.19531631573498692)	(16, 0.2176885256529679)	(18, 0.23775997333012555)	(20, 0.25675216815070573)	(22, 0.27913955209830466)	(24, 0.30321694359460394)	(26, 0.33738506478684716)	(28, 0.3667354315753879)	(30, 0.4050669271440591)	(32, 0.46491519671099873)	(34, 0.5240123518118494)	(36, 0.5581728859892836)	(38, 0.5937066698471433)	(40, 0.6229925470098077)	(42, 0.651024669975288)	(44, 0.6765170397334621)	(46, 0.7062695183068788)	(48, 0.7310392249044975)	(50, 0.7516759051849242)	(52, 0.7689648151808883)	(54, 0.7857890205198024)	(56, 0.8019341880333126)	(58, 0.817669656747138)	(60, 0.832473819393161)	(62, 0.8485829485863285)	(64, 0.8708773916025175)	(66, 0.8957836644666979)	(68, 0.9214960576543325)	(70, 0.9754283524239697)	(72, 1.0300453752801173)	(74, 1.048993944765546)	(76, 1.0653249941418763)	(78, 1.0816560435182065)	(80, 1.100285958381658)	(82, 1.1287998567875084)	(84, 1.1535468023407003)	(86, 1.1720742925042305)	(88, 1.1910854548618333)	(90, 1.2066615962646698)
ERR950179_1 - illumina_universal_adapter	(1, 0.0031180912844708244)	(2, 0.0035368549052527502)	(3, 0.004057479947305955)	(4, 0.005132683838502791)	(5, 0.009060007525295444)	(6, 0.014022922328346104)	(7, 0.01840296344301111)	(8, 0.021696482730782472)	(9, 0.02345642173163624)	(10, 0.025261632475277244)	(12, 0.026846143472830472)	(14, 0.028450460857853122)	(16, 0.030473541863657694)	(18, 0.03427353877386125)	(20, 0.03985894004023639)	(22, 0.045880081830938675)	(24, 0.0542695016661982)	(26, 0.06563836807364265)	(28, 0.08308213646634921)	(30, 0.10630654051620086)	(32, 0.13276787417533986)	(34, 0.16464766954932603)	(36, 0.2029503934312512)	(38, 0.2531029959877352)	(40, 0.3113167982442713)	(42, 0.37958375688349777)	(44, 0.4582717048155609)	(46, 0.5566585198279199)	(48, 0.6800183599552874)	(50, 0.8477275311106002)	(52, 1.0554795587612227)	(54, 1.2850072946925049)	(56, 1.5641924734935362)	(58, 1.850148607325183)	(60, 2.1460022759236894)	(62, 2.4948804732617447)	(64, 2.853927835823383)	(66, 3.257333017864739)	(68, 3.705579861136852)	(70, 4.284775220421041)	(72, 4.916058549265871)	(74, 5.534518656966215)	(76, 6.207836798988991)	(78, 6.903159837490289)	(80, 7.599096874003138)	(82, 8.337662915318017)	(84, 9.087224331162346)	(86, 9.915298266935437)	(88, 10.80663946325369)	(90, 11.438002017648397)
ERR950179_1 - polya	(1, 0.004430971825300645)	(2, 0.021668187891540448)	(3, 0.025544580867697463)	(4, 0.030716877481139084)	(5, 0.0392223061572909)	(6, 0.054212911987714156)	(7, 0.06671357196483947)	(8, 0.08645205182007402)	(9, 0.09935449851443605)	(10, 0.11992484664338604)	(12, 0.14550904028602235)	(14, 0.17189397787920785)	(16, 0.1971358039670157)	(18, 0.21936988864339657)	(20, 0.2409079202744237)	(22, 0.2650321002121717)	(24, 0.29494257477491315)	(26, 0.35047968523915396)	(28, 0.3880608907204075)	(30, 0.4313010640500656)	(32, 0.5056853669334171)	(34, 0.589531464059301)	(36, 0.6312097622627995)	(38, 0.6770870146098138)	(40, 0.7103334507191897)	(42, 0.7416841325993502)	(44, 0.7706467300474837)	(46, 0.8024105165805777)	(48, 0.8275504812471143)	(50, 0.8497562710842531)	(52, 0.8703718909559903)	(54, 0.8906564612085959)	(56, 0.9100893568000166)	(58, 0.9279858426205956)	(60, 0.9443515776381811)	(62, 0.9615293745420126)	(64, 0.9794202013947432)	(66, 0.995635973764346)	(68, 1.0117442257448293)	(70, 1.0292870260748828)	(72, 1.047370257834459)	(74, 1.0666022600672613)	(76, 1.0859870544319707)	(78, 1.105385996216301)	(80, 1.1277021359264836)	(82, 1.1599242988552985)	(84, 1.1868751332333243)	(86, 1.2061637251446107)	(88, 1.2243771131647003)	(90, 1.2376162684460423)
ERR950180_1 - illumina_universal_adapter	(1, 0.029672247957026242)	(2, 0.0435618983619406)	(3, 0.06338961545471981)	(4, 0.08194532029253508)	(5, 0.1262999656285409)	(6, 0.21082246714855032)	(7, 0.3606546594939242)	(8, 0.45690861053127885)	(9, 0.4791477252638001)	(10, 0.4865672943765815)	(12, 0.49046320868828985)	(14, 0.4930283329275654)	(16, 0.49701166040371436)	(18, 0.5028909492741105)	(20, 0.5133910788716625)	(22, 0.5241986616682814)	(24, 0.5388388595885656)	(26, 0.5601782215767581)	(28, 0.5928360812364899)	(30, 0.6373504816661286)	(32, 0.6846199038991727)	(34, 0.7432063166802313)	(36, 0.812767602969166)	(38, 0.8935238028006032)	(40, 0.9815654377511113)	(42, 1.0932417838181414)	(44, 1.2140482841986446)	(46, 1.3540027889622253)	(48, 1.5233251027308143)	(50, 1.728152232497556)	(52, 1.9794454876586025)	(54, 2.23909875701193)	(56, 2.5282283482640544)	(58, 2.8310230285158924)	(60, 3.1408725539875006)	(62, 3.515047618622754)	(64, 3.89424441884277)	(66, 4.314466628532422)	(68, 4.7735334399512706)	(70, 5.32177373608778)	(72, 5.903283784035107)	(74, 6.503156625009069)	(76, 7.186771277517174)	(78, 7.8396315673774195)	(80, 8.493950752809708)	(82, 9.204262591436807)	(84, 9.923422752278235)	(86, 10.717817012356091)	(88, 11.600522682495402)	(90, 12.214814174231497)
ERR950180_1 - polya	(1, 0.004798681303086731)	(2, 0.03432624540172845)	(3, 0.0403456967599346)	(4, 0.04889711563986994)	(5, 0.059091299161879565)	(6, 0.07742997821211806)	(7, 0.09284785187121895)	(8, 0.11721201077376295)	(9, 0.13734718106560928)	(10, 0.17203212186624933)	(12, 0.2002560241159055)	(14, 0.2261664917549341)	(16, 0.24734459152596888)	(18, 0.2653999313535377)	(20, 0.28167083692769734)	(22, 0.29976084059633745)	(24, 0.31910024966706885)	(26, 0.3469624422707637)	(28, 0.37033642101748865)	(30, 0.40114202586519365)	(32, 0.4455840843656401)	(34, 0.4898588521548295)	(36, 0.5171709446719581)	(38, 0.544846253958573)	(40, 0.5687190905920195)	(42, 0.5912942938705799)	(44, 0.6132063627982112)	(46, 0.639086687966743)	(48, 0.6601562748439893)	(50, 0.6772787052096829)	(52, 0.6941328675879552)	(54, 0.7105755852439465)	(56, 0.7256407919982351)	(58, 0.7411822497863727)	(60, 0.756728228945085)	(62, 0.771303620553801)	(64, 0.7931734900227367)	(66, 0.8162023374822736)	(68, 0.8419937423628399)	(70, 0.8941236379634891)	(72, 0.9416613281839544)	(74, 0.9584416415095096)	(76, 0.9721549584620178)	(78, 0.9857899049912344)	(80, 1.0010269238273546)	(82, 1.0235599276472196)	(84, 1.0451886573521811)	(86, 1.0617986657194294)	(88, 1.0772994311723965)	(90, 1.0893277840241349)
ERR950181_1 - illumina_universal_adapter	(1, 0.0023790483698382086)	(2, 0.002819326801918656)	(3, 0.003537675822681492)	(4, 0.00441437059533291)	(5, 0.007345698051026416)	(6, 0.012042001326551192)	(7, 0.018178864735111117)	(8, 0.02252371768327343)	(9, 0.024674902654052457)	(10, 0.026785535663981973)	(12, 0.02850223533994477)	(14, 0.03040817749987197)	(16, 0.032876053974428165)	(18, 0.03740821836080015)	(20, 0.04688772197081294)	(22, 0.054698802048731406)	(24, 0.06403154618138406)	(26, 0.07787328215135181)	(28, 0.10351177663701894)	(30, 0.1403541985916806)	(32, 0.17811000518833373)	(34, 0.22566007585302209)	(36, 0.2832477223508427)	(38, 0.3558048355393986)	(40, 0.43839180037806785)	(42, 0.533835667851788)	(44, 0.6409662242331875)	(46, 0.7714315375148507)	(48, 0.9347535943133947)	(50, 1.1498720913912976)	(52, 1.4275043326873598)	(54, 1.7307866547436177)	(56, 2.0715158160757703)	(58, 2.4219079303646365)	(60, 2.784315011339487)	(62, 3.227999808131294)	(64, 3.677692088266093)	(66, 4.184724841042106)	(68, 4.735993989967676)	(70, 5.4076387381063995)	(72, 6.164239844224856)	(74, 6.9221154405414405)	(76, 7.751951456908367)	(78, 8.582797410205021)	(80, 9.386765137641465)	(82, 10.224201750099043)	(84, 11.076196516501597)	(86, 12.040703663804006)	(88, 13.09693934654802)	(90, 13.808641707823044)
ERR950181_1 - polya	(1, 0.003916160790610298)	(2, 0.011821862110510967)	(3, 0.015579677149232684)	(4, 0.018198175192658504)	(5, 0.021604539904017755)	(6, 0.027003743834267457)	(7, 0.03181204776356708)	(8, 0.04014257914951029)	(9, 0.04635668438825977)	(10, 0.057564473948763795)	(12, 0.07283325273148353)	(14, 0.08951748805242682)	(16, 0.10625386160874804)	(18, 0.1211847073843885)	(20, 0.13570810250577903)	(22, 0.15296972050738922)	(24, 0.17361839276281127)	(26, 0.20430077875985614)	(28, 0.2277205016733284)	(30, 0.25481886674957804)	(32, 0.2971898727000569)	(34, 0.3447611848680474)	(36, 0.3716664453688232)	(38, 0.40065723528471686)	(40, 0.42329488466751986)	(42, 0.443543830451711)	(44, 0.4621900082594689)	(46, 0.4820894347620523)	(48, 0.4986423589716733)	(50, 0.5132584442892913)	(52, 0.5276292867960576)	(54, 0.5423979247283)	(56, 0.5565930420713849)	(58, 0.5695252554908707)	(60, 0.581240910084871)	(62, 0.5929739440906641)	(64, 0.6065009196026093)	(66, 0.6189078885768061)	(68, 0.6308224408835446)	(70, 0.6452589389459719)	(72, 0.6599793007343457)	(74, 0.6744911095812078)	(76, 0.6879562916290016)	(78, 0.701564371062646)	(80, 0.7175263952713169)	(82, 0.7399670779871366)	(84, 0.7603820937062352)	(86, 0.7756547345804645)	(88, 0.7903808895061026)	(90, 0.802044405864725)
